#	Zeit	Service	Flags	Prio	Quelladr	Quelle	Zieladr	Ziel	Rout	DPT	Typ	Daten	
48	21:02:12.782	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=6)	Anz. Bytes: 12 Adresse: 01 25 Daten:FF FF FF FF FF FF FF FF FF FF FF FF	
49	21:02:12.803	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=6)		
50	21:02:12.826	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=10)	Anz. Bytes: 12 Adresse: 01 31	
51	21:02:12.842	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=10)		
52	21:02:12.882	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=7)	Anz. Bytes: 12 Adresse: 01 31 Daten:FF FF FF FF FF FF FF FF FF FF FF FF	
53	21:02:12.903	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=7)		
54	21:02:12.926	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=11)	Anz. Bytes: 12 Adresse: 01 3D	
55	21:02:12.942	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=11)		
56	21:02:12.982	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=8)	Anz. Bytes: 12 Adresse: 01 3D Daten:FF FF FF FF FF FF FF FF FF FF FF FF	
57	21:02:13.003	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=8)		
58	21:02:13.045	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=12)	Anz. Bytes: 12 Adresse: 01 19 Daten:00 01 00 02 00 03 00 04 00 05 00 06	
59	21:02:13.059	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=12)		
60	21:02:13.086	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=13)	Anz. Bytes: 12 Adresse: 01 19	
61	21:02:13.101	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=13)		
62	21:02:13.141	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	MemoryResponse (S=9)	Anz. Bytes: 12 Adresse: 01 19 Daten:00 01 00 02 00 03 00 04 00 05 00 06	
63	21:02:13.162	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	ACK (S=9)		
64	21:02:13.201	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryWrite (S=14)	Anz. Bytes: 12 Adresse: 01 25 Daten:00 07 00 08 14 01 00 02 01 03 02 04	
65	21:02:13.217	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=14)		
66	21:02:13.243	zum Bus	 R	S	15.15.255	Nicht gefunden	1.1.31		6	-	MemoryRead (S=15)	Anz. Bytes: 12 Adresse: 01 25	
67	21:02:13.259	vom Bus	 	S	1.1.31		15.15.255	Nicht gefunden	6	-	ACK (S=15)		
